,Time,humidity,temperature,vpp_sum1,vpp_sum2,delay_slow,delay_fast,delay_pp_slow,delay_pp_fast,Ch1_word,Ch2_word,Ch1_Amp,Ch2_Amp
390,2023/03/03 11:34:11,18.91937255859375,26.85211181640625,430646.0,1638300.0,3728.9116649505645,388.31014543334095,0.0,0.0,3226459122273125.0,1609833288376275.0,20.0,16.3
391,2023/03/03 11:34:12,18.9208984375,26.868133544921875,425635.0,1638300.0,3728.971218141125,388.874831137643,0.0,0.0,3226459122273125.0,1609833288376275.0,20.0,16.3
392,2023/03/03 11:34:14,18.9453125,26.825408935546875,427368.0,1638300.0,3729.0052485357305,389.5146064530891,0.0,0.0,3226459122273125.0,1609833288376275.0,20.0,16.3
393,2023/03/03 11:34:15,18.9178466796875,26.870803833007812,430098.0,1638300.0,3729.3391717827994,388.1971882566004,0.0,0.0,3226459122273125.0,1609833288376275.0,20.0,16.3
394,2023/03/03 11:34:17,18.896484375,26.836090087890625,427241.0,1638300.0,3729.466785762572,387.4816376882354,0.0,0.0,3226459122273125.0,1609833288376275.0,20.0,16.3
395,2023/03/03 11:34:18,18.92242431640625,26.86279296875,425764.0,1638300.0,3729.4285015686396,388.4858433217387,0.0,0.0,3226459122273125.0,1609833288376275.0,20.0,16.3
396,2023/03/03 11:34:20,18.9300537109375,26.87347412109375,428030.0,1638300.0,3729.5965266420058,388.72426460786573,0.0,0.0,3226459122273125.0,1609833288376275.0,20.0,16.3
397,2023/03/03 11:34:21,18.90106201171875,26.828079223632812,430457.0,1638300.0,3729.817724206943,388.4230959313927,0.0,0.0,3226459122273125.0,1609833288376275.0,20.0,16.3
398,2023/03/03 11:34:23,18.92852783203125,26.89483642578125,425616.0,1638300.0,3730.1006018621033,388.58623485944827,0.0,0.0,3226458548060350.0,1609833001874322.0,20.0,16.3
399,2023/03/03 11:34:24,18.92852783203125,26.85211181640625,427385.0,1638300.0,3728.7308020719906,387.4237665617529,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
400,2023/03/03 11:34:26,18.93310546875,26.860122680664062,430477.0,1638300.0,3727.55242325566,387.67978363368275,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
401,2023/03/03 11:34:28,18.9208984375,26.868133544921875,425756.0,1638300.0,3728.0118335815155,387.15241907987365,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
402,2023/03/03 11:34:29,18.9300537109375,26.86279296875,427678.0,1638300.0,3727.9969452839186,387.4161195432671,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
403,2023/03/03 11:34:31,18.91937255859375,26.854782104492188,430477.0,1638300.0,3727.452458971793,387.44123197613135,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
404,2023/03/03 11:34:32,18.92852783203125,26.886825561523438,429138.0,1638300.0,3728.0011990832318,386.80076187530176,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
405,2023/03/03 11:34:34,18.91021728515625,26.868133544921875,425954.0,1638300.0,3727.879965802798,387.5416784083227,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
406,2023/03/03 11:34:35,18.9117431640625,26.838760375976562,428066.0,1638300.0,3728.2819498379217,386.863562547951,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
407,2023/03/03 11:34:36,18.91326904296875,26.897506713867188,431214.0,1638300.0,3727.975676287351,387.47890000697225,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
408,2023/03/03 11:34:38,18.92242431640625,26.817398071289062,426139.0,1638300.0,3728.3244878310566,386.0218621796457,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
409,2023/03/03 11:34:39,18.91326904296875,26.878814697265625,427310.0,1638300.0,3728.5882233884913,387.5416784083227,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
410,2023/03/03 11:34:41,18.92852783203125,26.878814697265625,429745.0,1638300.0,3728.469117007715,386.36109941818177,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
411,2023/03/03 11:34:42,18.896484375,26.878814697265625,429441.0,1638300.0,3728.769009859315,387.9559641473288,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
412,2023/03/03 11:34:44,18.9117431640625,26.860122680664062,425793.0,1638300.0,3728.822182350734,386.90124196170746,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
413,2023/03/03 11:34:45,18.9178466796875,26.860122680664062,427771.0,1638300.0,3729.343272766634,387.8429860345732,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
414,2023/03/03 11:34:47,18.92242431640625,26.881484985351562,430926.0,1638300.0,3729.3028616731563,386.8510025784044,0.0,0.0,3226457973847575.0,1609832715372369.0,20.0,16.3
