,Time,-x,+x,2x,-y,+y,2y
27,2023/02/13 16:22:11,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
28,2023/02/13 16:22:13,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
29,2023/02/13 16:22:15,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
30,2023/02/13 16:22:18,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
31,2023/02/13 16:22:20,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.301882880766364,40.04401913902781
32,2023/02/13 16:22:22,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
33,2023/02/13 16:22:25,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
34,2023/02/13 16:22:27,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
35,2023/02/13 16:22:30,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
36,2023/02/13 16:22:32,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
37,2023/02/13 16:22:34,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
38,2023/02/13 16:22:37,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
39,2023/02/13 16:22:39,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.26203345361701,40.00416971187846
40,2023/02/13 16:22:41,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
41,2023/02/13 16:22:44,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
42,2023/02/13 16:22:46,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.301882880766364,40.04401913902781
43,2023/02/13 16:22:48,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
44,2023/02/13 16:22:51,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
45,2023/02/13 16:22:53,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
46,2023/02/13 16:22:55,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
47,2023/02/13 16:22:58,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
48,2023/02/13 16:23:00,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.301882880766364,40.04401913902781
49,2023/02/13 16:23:02,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
50,2023/02/13 16:23:05,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
51,2023/02/13 16:23:07,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
52,2023/02/13 16:23:09,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
53,2023/02/13 16:23:12,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
54,2023/02/13 16:23:14,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
55,2023/02/13 16:23:16,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
56,2023/02/13 16:23:19,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
57,2023/02/13 16:23:21,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
58,2023/02/13 16:23:23,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.301882880766364,40.04401913902781
59,2023/02/13 16:23:26,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
60,2023/02/13 16:23:28,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
61,2023/02/13 16:23:30,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
62,2023/02/13 16:23:33,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
63,2023/02/13 16:23:35,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
64,2023/02/13 16:23:37,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
65,2023/02/13 16:23:40,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
66,2023/02/13 16:23:42,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
67,2023/02/13 16:23:44,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
68,2023/02/13 16:23:47,-30.729252713146774,31.2286275303399,61.95788024348667,-19.742136258261446,20.34171181190185,40.0838480701633
69,2023/02/13 16:23:49,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
70,2023/02/13 16:23:51,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
71,2023/02/13 16:23:54,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
72,2023/02/13 16:23:56,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
73,2023/02/13 16:23:58,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
74,2023/02/13 16:24:01,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
75,2023/02/13 16:24:03,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
76,2023/02/13 16:24:06,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
77,2023/02/13 16:24:08,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
78,2023/02/13 16:24:10,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
79,2023/02/13 16:24:13,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
80,2023/02/13 16:24:15,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
81,2023/02/13 16:24:17,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
82,2023/02/13 16:24:20,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.34171181190185,40.0838480701633
83,2023/02/13 16:24:22,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
84,2023/02/13 16:24:24,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
85,2023/02/13 16:24:27,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
86,2023/02/13 16:24:29,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
87,2023/02/13 16:24:31,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
88,2023/02/13 16:24:34,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.34171181190185,40.0838480701633
89,2023/02/13 16:24:36,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
90,2023/02/13 16:24:38,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
91,2023/02/13 16:24:41,-30.695775203034113,31.2286275303399,61.92440273337401,-19.742136258261446,20.301882880766364,40.04401913902781
92,2023/02/13 16:24:43,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
93,2023/02/13 16:24:45,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
94,2023/02/13 16:24:48,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
95,2023/02/13 16:24:50,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
96,2023/02/13 16:24:52,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
97,2023/02/13 16:24:55,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
98,2023/02/13 16:24:57,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
99,2023/02/13 16:24:59,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
100,2023/02/13 16:25:02,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
101,2023/02/13 16:25:04,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.26203345361701,40.00416971187846
102,2023/02/13 16:25:06,-30.695775203034113,31.2286275303399,61.92440273337401,-19.742136258261446,20.301882880766364,40.04401913902781
103,2023/02/13 16:25:09,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
104,2023/02/13 16:25:11,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
105,2023/02/13 16:25:13,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
106,2023/02/13 16:25:16,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
107,2023/02/13 16:25:18,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
108,2023/02/13 16:25:20,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
109,2023/02/13 16:25:23,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
110,2023/02/13 16:25:25,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
111,2023/02/13 16:25:27,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
112,2023/02/13 16:25:30,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
113,2023/02/13 16:25:32,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
114,2023/02/13 16:25:34,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
115,2023/02/13 16:25:37,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
116,2023/02/13 16:25:39,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
117,2023/02/13 16:25:42,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
118,2023/02/13 16:25:44,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
119,2023/02/13 16:25:46,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
120,2023/02/13 16:25:49,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
121,2023/02/13 16:25:51,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
122,2023/02/13 16:25:53,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
123,2023/02/13 16:25:56,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
124,2023/02/13 16:25:58,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
125,2023/02/13 16:26:00,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
126,2023/02/13 16:26:03,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
127,2023/02/13 16:26:05,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
128,2023/02/13 16:26:07,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
129,2023/02/13 16:26:10,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
130,2023/02/13 16:26:12,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
131,2023/02/13 16:26:14,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
132,2023/02/13 16:26:17,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
133,2023/02/13 16:26:19,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
134,2023/02/13 16:26:21,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
135,2023/02/13 16:26:24,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
136,2023/02/13 16:26:26,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
137,2023/02/13 16:26:28,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
138,2023/02/13 16:26:31,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
139,2023/02/13 16:26:33,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
140,2023/02/13 16:26:35,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
141,2023/02/13 16:26:38,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
142,2023/02/13 16:26:40,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
143,2023/02/13 16:26:42,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
144,2023/02/13 16:26:45,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
145,2023/02/13 16:26:47,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
146,2023/02/13 16:26:49,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.301882880766364,40.04401913902781
147,2023/02/13 16:26:52,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
148,2023/02/13 16:26:54,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
149,2023/02/13 16:26:56,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
150,2023/02/13 16:26:59,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
151,2023/02/13 16:27:01,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
152,2023/02/13 16:27:03,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
153,2023/02/13 16:27:06,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
154,2023/02/13 16:27:08,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
155,2023/02/13 16:27:11,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
156,2023/02/13 16:27:13,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
157,2023/02/13 16:27:15,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
158,2023/02/13 16:27:18,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
159,2023/02/13 16:27:20,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
160,2023/02/13 16:27:22,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
161,2023/02/13 16:27:25,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
162,2023/02/13 16:27:27,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.301882880766364,40.04401913902781
163,2023/02/13 16:27:29,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
164,2023/02/13 16:27:32,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
165,2023/02/13 16:27:34,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
166,2023/02/13 16:27:36,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
167,2023/02/13 16:27:39,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
168,2023/02/13 16:27:41,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
169,2023/02/13 16:27:43,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
170,2023/02/13 16:27:46,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
171,2023/02/13 16:27:48,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
172,2023/02/13 16:27:50,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.34171181190185,40.0838480701633
173,2023/02/13 16:27:53,-30.695775203034113,31.195498436620177,61.89127363965429,-19.742136258261446,20.26203345361701,40.00416971187846
174,2023/02/13 16:27:55,-30.729252713146774,31.195498436620177,61.92475114976695,-19.742136258261446,20.26203345361701,40.00416971187846
